MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Hwange RDC,19,Zambezi Camp Tent,7900HWA1905,1,142,0,0,0,0,0,0,0,0,0,0,0,0,97,2,0,0,1,0,0,0,1,4,0,248,244
,,,,5 POLLING STATIONS,WARD TOTAL,1,352,0,0,1,0,1,2,0,0,0,0,0,0,176,2,0,0,1,0,0,1,1,11,0,549,538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,1,Victory Pre-School Tent,7901VIC0102,2,418,0,0,0,0,1,7,0,0,0,0,0,0,156,3,0,0,4,0,0,0,3,5,0,599,594
,,,,1 POLLING STATION,WARD TOTAL,2,418,0,0,0,0,1,7,0,0,0,0,0,0,156,3,0,0,4,0,0,0,3,5,0,599,594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,2,Baobab Primary School,7901VIC0201,2,407,0,0,0,0,0,6,0,0,0,0,0,0,125,0,0,0,1,0,0,0,0,2,0,543,541
Hwange,Hwange West,Victoria Falls Municipality,2,Open Space Behind Landela Complex Tent,7901VIC0202,0,333,0,0,0,0,0,4,0,0,0,0,0,0,104,4,0,0,0,0,0,0,0,4,0,449,445
,,,,2 POLLING STATIONS,WARD TOTAL,2,740,0,0,0,0,0,10,0,0,0,0,0,0,229,4,0,0,1,0,0,0,0,6,0,992,986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,3,Open Space Next to Victoria Falls Water Works Tent A,7901VIC0301 A,0,336,2,0,0,0,0,5,0,0,0,0,0,0,140,1,1,2,3,0,0,0,0,4,0,494,490
Hwange,Hwange West,Victoria Falls Municipality,3,Open Space Next to Victoria Falls Water Works Tent B,7901VIC0301 B,0,368,0,0,1,0,0,6,0,0,1,0,0,0,91,9,0,1,2,0,0,0,0,7,0,486,479
,,,,2 POLLING STATIONS,WARD TOTAL,0,704,2,0,1,0,0,11,0,0,1,0,0,0,231,10,1,3,5,0,0,0,0,11,0,980,969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,4,Open Space Old Chinotimba Craft Village Tent,7901VIC0401,0,48,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,68,67
Hwange,Hwange West,Victoria Falls Municipality,4,Open Space Opposite AFM Church Tent A,7901VIC0402 A,0,371,1,1,0,2,1,2,0,0,0,0,0,0,158,1,0,0,0,0,0,0,0,6,0,543,537
Hwange,Hwange West,Victoria Falls Municipality,4,Open Space Opposite AFM Church Tent B,7901VIC0402 B,0,398,1,0,0,0,0,4,0,0,0,0,0,0,149,2,0,4,0,0,0,0,0,7,0,565,558
,,,,3 POLLING STATIONS,WARD TOTAL,0,817,2,1,0,2,1,6,0,0,0,0,0,0,325,4,0,4,0,0,0,0,0,14,0,1176,1162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,5,Open Space Opposite Assemblies Of God Church Tent,7901VIC0501 A,0,350,0,0,1,0,1,5,0,0,0,0,0,0,108,2,0,0,0,0,0,0,0,6,0,473,467
Hwange,Hwange West,Victoria Falls Municipality,5,Open Space Opposite Assemblies Of God Church Tent B,7901VIC0501 B,0,358,2,0,0,2,0,5,0,0,0,0,0,0,106,0,0,0,2,0,0,1,0,1,0,477,476
Hwange,,,,2 POLLING STATIONS,WARD TOTAL,0,708,2,0,1,2,1,10,0,0,0,0,0,0,214,2,0,0,2,0,0,1,0,7,0,950,943
Hwange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,6,Chinotimba Pre-School,7901VIC0601,0,353,0,0,0,2,0,5,1,0,0,0,0,0,150,2,0,1,0,0,2,1,0,10,0,527,517
Hwange,Hwange West,Victoria Falls Municipality,6,Open Space Opposite Victoria Falls Registry Sub-Office Tent,7901VIC0602,1,325,0,0,0,2,0,8,0,0,0,0,0,0,114,4,0,0,2,0,0,0,0,5,0,461,456
Hwange,,,,2 POLLING STATIONS,WARD TOTAL,1,678,0,0,0,4,0,13,1,0,0,0,0,0,264,6,0,1,2,0,2,1,0,15,0,988,973
Hwange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,7,Amazing Kids Pre-School,7901VIC0701,4,289,0,0,0,0,0,7,0,0,0,0,0,0,80,0,0,0,5,0,0,0,0,4,0,389,385
Hwange,Hwange West,Victoria Falls Municipality,7,Chinotimba Primary School,7901VIC0702,2,537,0,0,0,0,0,20,1,0,0,0,0,0,166,3,0,1,1,0,0,1,0,4,0,736,732
Hwange,,,,2 POLLING STATIONS,WARD TOATL,6,826,0,0,0,0,0,27,1,0,0,0,0,0,246,3,0,1,6,0,0,1,0,8,0,1125,1117
Hwange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,8,Esandleni Senkosi Pre-School Tent,7901VIC0801,1,321,0,0,0,1,0,11,0,0,0,0,0,0,135,2,0,2,0,0,0,1,1,6,0,481,475
Hwange,Hwange West,Victoria Falls Municipality,8,Open Space Chinotimba Old People's Home Tent,7901VIC0802,1,312,1,0,0,1,0,2,1,0,0,0,0,1,124,1,0,2,0,0,0,1,0,5,0,452,447
Hwange,,,,2 POLLING STATIONS,WARD TOTAL,2,633,1,0,0,2,0,13,1,0,0,0,0,1,259,3,0,4,0,0,0,2,1,11,0,933,922
Hwange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,9,Bus Terminus Open Space Tent,7901VIC0901 A,1,526,0,0,0,0,0,8,1,0,0,0,0,0,174,1,0,0,3,0,0,0,2,11,0,727,716
Hwange,Hwange West,Victoria Falls Municipality,9,Bus Terminus Open Space Tent B,7901VIC0901 B,2,569,1,1,1,1,0,14,0,1,0,1,0,0,136,1,0,3,0,1,0,1,2,7,0,742,735
Hwange,Hwange West,Victoria Falls Municipality,9,Bus Terminus Open Space Tent,7901VIC0901 C,1,556,1,0,1,0,0,14,0,0,0,0,1,0,140,0,0,2,0,0,0,0,0,4,0,720,716
Hwange,Hwange West,Victoria Falls Municipality,9,Open Space Opposite Nyakumbi Enterprises Tent,7901VIC0902,1,270,0,0,0,0,1,5,0,1,0,0,0,0,71,5,0,1,1,0,0,0,0,5,0,361,356
Hwange,,,,4 POLLING STATIONS,WARD TOTAL,5,1921,2,1,2,1,1,41,1,2,0,1,1,0,521,7,0,6,4,1,0,1,4,27,0,2550,2523
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,10,Mosi-Oa-Tunywa Secondary School A,7901VIC1001 A,0,368,0,0,0,1,0,1,0,1,0,0,0,1,191,1,0,1,1,0,0,0,0,1,0,567,566
Hwange,Hwange West,Victoria Falls Municipality,10,Mosi-Oa-Tunywa Secondary School B,7901VIC1001 B,3,366,1,0,0,0,1,3,0,0,0,0,1,1,151,3,0,0,2,0,0,0,0,7,0,539,532
Hwange,,,,2 POLLING STATIONS,WARD TOTAL,3,734,1,0,0,1,1,4,0,1,0,0,1,2,342,4,0,1,3,0,0,0,0,8,0,1106,1098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwange,Hwange West,Victoria Falls Municipality,11,Chamabondo Primary School A,7901VIC1101 A,2,413,1,0,1,5,1,3,0,0,0,0,0,0,192,1,0,0,4,0,0,0,0,12,0,635,623
Hwange,Hwange West,Victoria Falls Municipality,11,Chamabondo Primary School B,7901VIC1101 B,0,433,2,0,0,1,0,9,1,0,0,0,0,0,178,3,0,0,2,0,2,0,0,3,0,634,631
Hwange,Hwange West,Victoria Falls Municipality,11,Chamabondo Primary School C,7901VIC1101 C,0,446,1,1,0,1,1,10,0,0,1,0,0,1,151,3,1,1,2,0,2,1,0,10,0,633,623
Hwange,Hwange West,Victoria Falls Municipality,11,Chamabondo Primary School D,7901VIC1101 D,0,440,0,0,0,1,1,13,1,0,0,0,0,1,163,1,0,0,1,1,0,0,0,6,0,629,623
Hwange,Hwange West,Victoria Falls Municipality,11,Kings Primary School A,7901VIC1102 A,2,534,4,0,1,2,1,13,0,0,0,0,0,0,196,5,1,2,2,0,0,0,0,3,0,766,763
Hwange,Hwange West,Victoria Falls Municipality,11,Kings Primary School B,7901VIC1102 B,0,572,1,0,0,0,2,19,0,0,0,0,0,0,164,3,0,0,0,0,1,3,0,14,0,779,765
Hwange,Hwange West,Victoria Falls Municipality,11,Kings Primary School C,7901VIC1102 C,1,587,4,0,0,2,0,15,0,0,1,0,0,0,163,7,0,0,1,0,0,0,0,5,0,786,781
Hwange,Hwange West,Victoria Falls Municipality,11,Open Space Opposite Stand Number 6149 Tent A,7901VIC1103 A,2,438,1,0,0,3,0,3,0,1,0,0,0,0,210,2,0,0,3,1,0,0,0,1,0,665,664
Hwange,Hwange West,Victoria Falls Municipality,11,Open Space Opposite Stand Number 6149 Tent B,7901VIC1103 B,1,524,1,0,0,1,1,4,0,1,0,0,0,0,154,2,0,0,5,0,0,0,1,3,0,698,695
Hwange,Hwange West,Victoria Falls Municipality,11,Open Space Opposite Stand Number 6149 Tent C,7901VIC1103 C,0,513,0,0,0,2,2,12,0,0,0,0,0,0,147,2,0,2,1,0,0,0,1,5,0,687,682
,,,,10 POLLINGE STATIONS,WARD TOTAL,8,4900,15,1,2,18,9,101,2,2,2,0,0,2,1718,29,2,5,21,2,5,4,2,62,0,6912,6850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HWANGE WEST CONSTITUENCY TOTAL,,70,17526,55,6,23,58,27,620,10,16,9,4,11,19,8320,113,8,52,119,19,19,18,23,366,0,27511,27145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,LUPANE EAST CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,6,Khutshwa Primary School,4100KUS0601,0,81,2,0,0,1,0,7,1,0,0,0,0,0,166,1,0,2,0,0,1,0,0,5,0,267,262
Lupane,Lupane East,Kusile RDC,6,Mabhempenene Primary School,4100KUS0602,1,52,1,0,0,1,1,5,0,0,0,0,1,1,85,0,0,1,0,0,1,0,0,5,0,155,150
Lupane,Lupane East,Kusile RDC,6,Mgijima Primary School,4100KUS0603,2,61,3,0,0,0,0,5,0,0,0,0,1,0,158,0,0,0,1,1,0,3,0,4,0,239,235
Lupane,Lupane East,Kusile RDC,6,Mhlangamlambo Primary School,4100KUS0604,2,125,1,1,0,1,0,5,0,0,0,0,0,1,58,1,0,0,0,1,1,0,0,3,0,200,197
Lupane,Lupane East,Kusile RDC,6,Ngcono Primary School,4100KUS0605,2,65,1,0,0,1,0,3,1,0,0,0,0,1,170,2,0,0,0,1,0,0,0,7,0,254,247
,,,,5 POLLING STATIONS,WARD TOTAL,7,384,8,1,0,4,1,25,2,0,0,0,2,3,637,4,0,3,1,3,3,3,0,24,0,1115,1091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,7,Mnyathi Tent,4100KUS0701,1,44,0,0,1,1,0,1,0,0,0,0,0,1,78,0,0,1,3,0,0,0,0,4,0,135,131
Lupane,Lupane East,Kusile RDC,7,Ndimibili Grounds Tent,4100KUS0702,0,40,1,0,0,0,0,3,0,0,0,0,0,0,129,0,0,1,1,0,0,0,0,5,0,180,175
Lupane,Lupane East,Kusile RDC,7,Ndimimbili Primary School,4100KUS0703,2,72,1,0,1,0,0,8,0,0,2,0,0,1,177,0,0,1,3,1,2,1,1,4,0,277,273
,,,,3 POLLING STATIONS,WARD TOTAL,3,156,2,0,2,1,0,12,0,0,2,0,0,2,384,0,0,3,7,1,2,1,1,13,0,592,579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,10,Janjanja Tent,4100KUS1001,5,115,1,0,0,2,0,9,0,1,0,0,0,0,45,1,0,1,0,1,0,1,0,9,0,191,182
Lupane,Lupane East,Kusile RDC,10,Khatshana Primary School,4100KUS1002,2,266,1,0,0,1,1,13,0,1,0,0,0,1,126,0,0,0,2,1,1,0,1,16,0,433,417
Lupane,Lupane East,Kusile RDC,10,Lupaka Primary School,4100KUS1003,2,252,1,0,3,2,1,7,0,0,0,0,0,1,172,5,1,2,1,1,3,3,2,15,0,474,459
Lupane,Lupane East,Kusile RDC,10,Matshakayile Primary School,4100KUS1004,1,110,3,0,1,0,1,7,1,0,0,0,0,0,84,3,1,1,0,0,0,0,1,7,0,221,214
Lupane,Lupane East,Kusile RDC,10,Mpikiwa Dip Tank Tent,4100KUS1005,1,60,0,0,0,0,1,3,0,0,0,0,0,1,46,1,0,0,0,0,0,0,0,6,0,119,113
Lupane,Lupane East,Kusile RDC,10,Tshebetshebe Primary School,4100KUS1006,0,48,1,0,0,0,0,5,0,0,0,1,0,0,101,0,0,1,0,0,0,0,0,6,0,163,157
,,,,6 POLLING STATIONS,WARD TOTAL,11,851,7,0,4,5,4,44,1,2,0,1,0,3,574,10,2,5,3,3,4,4,4,59,0,1601,1542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,11,Gobhi Primary School,4100KUS1101,1,117,0,0,0,1,0,10,0,0,0,0,0,0,206,2,0,1,0,0,0,0,1,4,0,343,339
Lupane,Lupane East,Kusile RDC,11,Insika Primary School,4100KUS1102,1,66,1,0,0,0,0,4,0,0,1,0,1,0,120,1,0,0,0,0,0,0,0,1,0,196,195
Lupane,Lupane East,Kusile RDC,11,Makuni Primary School,4100KUS1103,1,56,2,0,0,0,2,2,0,2,0,0,0,0,116,0,2,1,1,1,0,1,1,1,0,189,188
Lupane,Lupane East,Kusile RDC,11,Mbondo Primary School,4100KUS1104,1,102,5,0,1,2,2,8,0,0,0,2,1,2,136,3,0,2,3,0,0,1,2,14,0,287,273
Lupane,Lupane East,Kusile RDC,11,Mpahlwa No: II Primary School,4100KUS1105,1,65,3,0,3,0,0,6,0,0,0,0,2,1,82,1,0,0,3,0,0,0,0,4,0,171,167
,,,,5 POLLING STATIONS,WARD TOTAL,5,406,11,0,4,3,4,30,0,2,1,2,4,3,660,7,2,4,7,1,0,2,4,24,0,1186,1162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,12,Gomoza Primary School,4100KUS1201,3,172,4,1,0,3,2,7,1,1,1,1,0,0,265,2,0,0,1,0,0,2,0,9,0,475,466
Lupane,Lupane East,Kusile RDC,12,Makeke Primary School,4100KUS1202,0,56,0,0,1,3,0,7,1,1,0,0,0,0,262,0,0,1,2,1,1,1,2,11,0,350,339
Lupane,Lupane East,Kusile RDC,12,Nzalikwa Primary School,4100KUS1203,7,148,8,0,0,1,2,16,1,0,0,1,2,1,209,6,1,1,1,1,0,1,1,10,0,418,408
,,,,3 POLLING STATIONS,WARD TOTAL,10,376,12,1,1,7,4,30,3,2,1,2,2,1,736,8,1,2,4,2,1,4,3,30,0,1243,1213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,16,Kabela Primary School,4100KUS1601,5,196,5,0,0,11,1,15,1,0,1,0,0,1,152,4,0,0,2,0,1,1,0,8,0,404,396
Lupane,Lupane East,Kusile RDC,16,Komba Primary School,4100KUS1602,2,106,1,1,1,2,1,6,1,0,0,0,0,1,144,3,0,1,3,0,1,1,0,9,0,284,275
Lupane,Lupane East,Kusile RDC,16,Phunyuka Primary School,4100KUS1603,2,344,5,0,2,4,2,25,1,0,1,1,0,1,223,4,0,3,7,4,2,0,1,22,0,654,632
,,,,3 POLLING STATIONS,WARD TOTAL,9,646,11,1,3,17,4,46,3,0,2,1,0,3,519,11,0,4,12,4,4,2,1,39,0,1342,1303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,17,Kwesemvubu Primary School,4100KUS1701,2,147,0,0,0,1,0,6,0,2,0,1,1,0,204,2,0,3,1,2,1,4,1,5,0,383,378
Lupane,Lupane East,Kusile RDC,17,Malunku Primary School,4100KUS1702,5,248,4,1,0,6,4,18,1,1,1,0,0,1,226,7,0,1,5,2,2,1,1,11,0,546,535
Lupane,Lupane East,Kusile RDC,17,Manasa Primary School,4100KUS1703,0,55,2,0,0,1,1,8,1,0,0,0,0,1,214,0,0,0,0,0,1,1,1,2,0,288,286
,,,,3 POLLING STATIONS,WARD TOTAL,7,450,6,1,0,8,5,32,2,3,1,1,1,2,644,9,0,4,6,4,4,6,3,18,0,1217,1199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,18,Madotshwa Primary School,4100KUS1801,0,157,2,0,0,1,0,4,0,0,0,1,0,0,115,0,0,1,1,1,0,0,0,7,0,290,283
Lupane,Lupane East,Kusile RDC,18,Makovula Primary School,4100KUS1802,1,128,2,1,0,1,0,4,0,0,0,1,0,0,150,2,1,0,0,0,0,1,0,3,,295,292
Lupane,Lupane East,Kusile RDC,18,Mpofu Primary School,4100KUS1803,0,112,0,1,0,0,0,7,0,0,1,0,1,1,81,3,0,2,1,0,1,0,2,5,0,218,213
Lupane,Lupane East,Kusile RDC,18,Ndamuleni Primary School,4100KUS1804,1,144,3,0,0,2,1,9,0,1,0,0,0,1,111,0,3,2,0,1,0,1,0,6,0,286,280
,,,,4 POLLING STATIONS,WARD TOTAL,2,541,7,2,0,4,1,24,0,1,1,2,1,2,457,5,4,5,2,2,1,2,2,21,0,1089,1068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,19,Daluka Primary School,4100KUS1901,0,185,5,0,0,2,2,15,0,2,0,0,2,2,290,4,0,1,1,1,1,2,0,8,0,523,515
Lupane,Lupane East,Kusile RDC,19,Gandangula Primary School,4100KUS1902,0,157,1,0,1,1,1,3,1,0,1,0,0,0,86,1,0,0,3,0,0,1,0,4,0,261,257
Lupane,Lupane East,Kusile RDC,19,Kenmaur Tent,4100KUS1903,1,294,1,0,0,2,0,9,0,1,0,1,0,0,109,3,0,2,0,0,0,1,0,5,0,429,424
Lupane,Lupane East,Kusile RDC,19,Sibangani Primary School,4100KUS1904,3,125,8,2,1,4,1,20,1,0,0,0,1,2,127,2,1,0,3,2,5,3,0,11,0,322,311
,,,,4 POLLING STATIONS,WARD TOTAL,4,761,15,2,2,9,4,47,2,3,1,1,3,4,612,10,1,3,7,3,6,7,0,28,0,1535,1507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,20,Janke Primary School,4100KUS2001,2,86,1,0,0,0,0,8,0,0,0,0,0,2,52,1,1,0,1,0,2,0,0,2,0,158,156
Lupane,Lupane East,Kusile RDC,20,Jibajiba Primary School,4100KUS2002,1,128,2,0,0,1,1,7,0,1,0,0,1,0,176,2,1,2,1,1,0,1,0,8,0,334,326
Lupane,Lupane East,Kusile RDC,20,Ndwane Primary School,4100KUS2003,0,40,1,0,1,0,1,2,0,0,1,0,0,1,149,0,1,2,6,0,1,1,1,10,0,218,208
Lupane,Lupane East,Kusile RDC,20,Kheswa Primary School,4100KUS2004,3,60,2,0,1,0,1,6,0,0,0,0,0,1,60,1,0,0,5,0,1,3,1,5,0,150,145
Lupane,Lupane East,Kusile RDC,20,Silwane Primary School,4100KUS2005,1,122,4,0,1,4,1,12,0,0,1,1,1,1,212,0,0,1,0,0,2,1,0,4,0,369,365
,,,,5 POLLING STATIONS,WARD TOTAL,7,436,10,0,3,5,4,35,0,1,2,1,2,5,649,4,3,5,13,1,6,6,2,29,0,1229,1200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,21,Deka Tent,4100KUS2101,7,73,4,1,1,2,4,8,0,0,0,1,1,1,219,0,1,2,16,2,2,0,0,9,0,354,345
Lupane,Lupane East,Kusile RDC,21,Jumbika Primary School,4100KUS2102,2,124,2,0,0,1,0,6,0,0,0,1,2,1,133,0,0,2,4,1,2,0,1,7,0,289,282
Lupane,Lupane East,Kusile RDC,21,Luhumbe Primary School,4100KUS2103,3,53,2,0,0,2,2,15,0,3,3,1,0,1,169,1,0,0,5,3,1,0,4,9,0,277,268
Lupane,Lupane East,Kusile RDC,21,Mthuphane Primary School,4100KUS2104,2,61,0,1,0,1,0,7,0,0,0,0,0,0,179,3,0,2,2,1,1,0,0,5,0,265,260
Lupane,Lupane East,Kusile RDC,21,Ulutho Primary School,4100KUS2105,3,116,2,0,2,2,1,17,0,3,1,1,0,5,165,5,3,2,8,3,1,0,0,21,0,361,340
,,,,5 POLLING STATIONS,WARD TOTAL,17,427,10,2,3,8,7,53,0,6,4,4,3,8,865,9,4,8,35,10,7,0,5,51,0,1546,1495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,22,Block O Tent,4100KUS2201,1,104,3,0,0,0,0,8,0,0,0,0,0,0,77,1,0,0,0,1,0,0,0,1,0,196,195
Lupane,Lupane East,Kusile RDC,22,Mkhombo Primary School,4100KUS2202,1,63,0,0,1,0,1,6,0,0,0,0,0,0,61,2,0,0,7,2,0,0,1,1,0,146,145
Lupane,Lupane East,Kusile RDC,22,Phumakanye Primary School,4100KUS2203,1,53,0,0,0,0,0,19,0,0,0,0,1,0,19,0,0,1,0,0,0,0,0,1,0,95,94
Lupane,Lupane East,Kusile RDC,22,Regina Mundi Primary School,4100KUS2204,0,51,0,0,0,1,0,6,0,0,0,0,0,0,18,0,0,0,0,1,0,0,2,0,0,79,79
Lupane,Lupane East,Kusile RDC,22,Simunyu Annex Tent,4100KUS2205,1,83,0,0,1,2,0,8,0,0,1,1,0,0,157,0,0,0,3,1,1,2,0,3,0,264,261
Lupane,Lupane East,Kusile RDC,22,Sipopoma Primary School,4100KUS2206,1,30,0,0,0,0,0,1,0,0,0,0,0,0,34,3,1,1,0,0,0,0,0,3,0,74,71
Lupane,Lupane East,Kusile RDC,22,Tshayamathole Primary School,4100KUS2207,1,66,0,0,0,0,0,3,1,0,0,0,0,0,27,2,0,0,0,1,0,0,0,3,0,104,101
,,,,7 POLLING STATIONS,WARD TOTAL,6,450,3,0,2,3,1,51,1,0,1,1,1,0,393,8,1,2,10,6,1,2,3,12,0,958,946
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,23,Mateteni Primary School,4100KUS2301,1,45,2,0,0,0,2,6,0,0,0,0,0,0,164,1,0,0,0,0,0,0,0,6,0,227,221
Lupane,Lupane East,Kusile RDC,23,Mathambo Primary School,4100KUS2302,1,33,0,1,0,0,1,2,0,0,0,0,0,2,132,1,0,0,0,0,0,0,0,16,0,189,173
Lupane,Lupane East,Kusile RDC,23,Resettlement 24 Tent,4100KUS2303,1,33,2,0,0,0,1,1,0,0,0,0,0,0,105,0,1,1,0,0,2,0,0,4,0,151,147
Lupane,Lupane East,Kusile RDC,23,Siziphile Primary School,4100KUS2304,2,96,0,1,0,1,0,4,1,1,0,0,0,0,300,2,0,0,2,1,0,0,3,17,0,431,414
,,,,4 POLLING STATIONS,WARD TOTAL,5,207,4,2,0,1,4,13,1,1,0,0,0,2,701,4,1,1,2,1,2,0,3,43,0,998,955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane East,Kusile RDC,28,Elihlo Primary School,4100KUS2801,3,158,1,0,0,1,1,7,0,0,1,0,0,0,81,3,0,7,1,1,0,2,0,4,0,271,267
Lupane,Lupane East,Kusile RDC,28,Mafa Primary School,4100KUS2802,0,137,0,0,0,1,1,13,0,1,0,0,0,0,105,3,0,1,0,0,0,0,1,5,0,268,263
Lupane,Lupane East,Kusile RDC,28,Malumba Primary School,4100KUS2803,0,65,2,0,2,1,1,26,0,1,1,0,0,2,127,0,1,1,1,0,0,0,0,7,0,238,231
Lupane,Lupane East,Kusile RDC,28,Mlonyeni Primary School,4100KUS2804,5,85,1,0,2,1,0,81,0,0,2,0,0,0,184,3,0,2,8,3,0,0,1,14,0,392,378
Lupane,Lupane East,Kusile RDC,28,Somgolo Primary School,4100KUS2805,2,72,1,0,0,0,1,3,0,0,0,0,0,1,87,1,0,0,0,1,0,0,1,4,0,174,170
,,,,5 POLLING STATIONS,WARD TOTAL,10,517,5,0,4,4,4,130,0,2,4,0,0,3,584,10,1,11,10,5,0,2,3,34,0,1343,1309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUPANE EAST  CONSTITUENCY TOTAL,,103,6608,111,12,28,79,47,572,15,23,20,16,19,41,8415,99,20,60,119,46,41,41,34,425,0,16994,16569
,,,,,,,,,,,,,,LUPANE WEST CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,1,Dongamuzi Primary School,4100KUS0101,2,101,2,1,1,0,0,7,1,0,0,0,0,0,152,1,0,0,0,2,0,2,0,21,0,293,272
Lupane,Lupane West,Kusile RDC,1,Guga Primary School,4100KUS0102,1,152,0,1,1,1,1,9,3,1,0,0,1,1,75,1,1,1,0,2,0,1,2,4,0,259,255
Lupane,Lupane West,Kusile RDC,1,Siyaphambili Tent,4100KUS0103,4,89,1,0,0,1,0,2,0,1,0,0,0,1,45,0,0,0,0,0,0,0,2,8,0,154,146
Lupane,Lupane West,Kusile RDC,1,VET Fence Tent,4100KUS0104,5,44,1,0,0,1,0,9,0,0,0,0,1,0,96,0,0,0,0,0,0,1,1,5,159,164,159
,,,,4 POLLING STATIONS,WARD TOTAL,12,386,4,2,2,3,1,27,4,2,0,0,2,2,368,2,1,1,0,4,0,4,5,38,159,870,832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
