MASHONALAND CENTRAL PROVINCE:  2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mazowe,Mazowe West,Mazowe RDC,24,Chaddesley Farm Tent,1500MAZ2402,0,41,3,0,0,2,0,2,1,0,0,0,0,0,429,1,0,1,1,0,0,0,0,10,0,491,481
Mazowe,Mazowe West,Mazowe RDC,24,Chemutamba Primary School,1500MAZ2403,1,16,0,0,0,0,1,0,0,0,0,0,0,1,259,0,0,0,0,0,0,0,0,2,0,280,278
Mazowe,Mazowe West,Mazowe RDC,24,Horta Primary School,1500MAZ2404,2,27,0,0,0,2,0,0,0,0,0,0,0,0,476,0,0,0,0,1,0,0,0,1,0,509,508
Mazowe,Mazowe West,Mazowe RDC,24,Mapere Primary School,1500MAZ2405,1,44,2,2,0,0,0,0,0,0,0,0,0,1,302,0,1,1,2,0,0,1,0,6,0,363,357
Mazowe,Mazowe West,Mazowe RDC,24,Wychwood Farm Tent,1500MAZ2406,0,25,0,0,0,0,0,1,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,244,244
,,,,6 Polling Stations,Ward Total,4,521,5,2,0,4,1,3,1,0,0,0,0,2,"1,973",5,2,3,4,1,0,1,0,23,0,"2,555","2,532"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,25,Copley Primary School,1500MAZ2501,0,40,0,0,0,0,0,0,0,0,0,0,0,3,560,1,0,0,0,0,1,0,0,8,0,613,605
Mazowe,Mazowe West,Mazowe RDC,25,Earlyworm Primary School,1500MAZ2502,0,15,0,0,0,0,0,0,1,0,0,0,0,0,297,0,0,0,0,0,0,1,0,3,0,317,314
Mazowe,Mazowe West,Mazowe RDC,25,Glenbrook Farm Primary School,1500MAZ2503,0,13,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,1,0,0,0,0,9,0,322,313
Mazowe,Mazowe West,Mazowe RDC,25,Maori Range Primary School,1500MAZ2504,5,44,1,0,0,1,0,1,0,0,3,0,1,2,625,2,0,1,1,2,0,0,0,17,0,706,689
Mazowe,Mazowe West,Mazowe RDC,25,Nhangura Primary School,1500MAZ2505,0,47,1,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,1,0,0,6,0,616,610
Mazowe,Mazowe West,Mazowe RDC,25,The Rivers Primary School,1500MAZ2506,1,16,0,0,0,0,0,0,0,0,0,0,0,1,466,0,0,1,0,0,0,0,0,13,0,498,485
,,,,6 Polling Stations,Ward Total,6,175,2,0,0,1,0,1,1,0,3,0,1,6,"2,808",3,0,2,2,2,2,1,0,56,0,"3,072","3,016"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,30,Farai Primary School A,1500MAZ3001 A,0,26,1,0,0,0,0,1,0,0,0,0,0,0,554,1,0,0,0,1,1,0,0,2,0,587,585
Mazowe,Mazowe West,Mazowe RDC,30,Farai Primary School B,1500MAZ3001 B,0,45,0,0,0,1,0,1,0,1,1,0,0,1,513,0,0,0,0,2,0,0,2,2,0,569,567
Mazowe,Mazowe West,Mazowe RDC,30,Hariana Primary School,1500MAZ3002,0,26,0,0,0,0,0,1,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,1,0,350,349
Mazowe,Mazowe West,Mazowe RDC,30,Lucknow Primary School,1500MAZ3003,2,33,1,0,0,1,0,0,0,0,0,0,0,1,725,0,0,0,0,0,2,1,0,6,0,772,766
Mazowe,Mazowe West,Mazowe RDC,30,Musonedi Business Centre Tent,1500MAZ3004,1,55,0,0,0,0,0,1,0,0,0,0,0,0,363,0,2,0,1,0,0,0,2,8,0,433,425
Mazowe,Mazowe West,Mazowe RDC,30,Whaddon Chase Primary School,1500MAZ3005,0,39,2,0,0,0,0,1,0,0,0,0,0,0,343,1,0,0,2,0,1,0,0,7,0,396,389
,,,,6 Polling Stations,Ward Total,3,224,4,0,0,2,0,5,0,1,1,0,0,2,"2,820",2,2,0,3,3,4,1,4,26,0,"3,107","3,081"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,31,Collingwood Farm Creche,1500MAZ3101,3,19,0,0,0,0,0,1,1,0,0,0,0,0,329,2,0,0,1,0,0,0,2,8,0,366,358
Mazowe,Mazowe West,Mazowe RDC,31,Cranham Secondary School,1500MAZ3102,0,28,0,0,0,1,0,0,0,0,0,0,0,0,439,0,0,0,0,1,1,0,1,6,0,477,471
Mazowe,Mazowe West,Mazowe RDC,31,Howickridge Primary School,1500MAZ3103,0,14,0,0,1,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,8,0,256,248
Mazowe,Mazowe West,Mazowe RDC,31,Ivador Primary School,1500MAZ3104,2,32,2,0,1,1,0,0,0,0,0,0,0,2,493,1,0,0,1,1,1,0,0,1,0,538,537
Mazowe,Mazowe West,Mazowe RDC,31,Kachere Farm Tent,1500MAZ3105,1,101,0,0,0,0,0,2,0,0,0,0,0,1,355,0,0,1,1,0,1,0,0,7,0,470,463
Mazowe,Mazowe West,Mazowe RDC,31,Luxarflor Farm Tent,1500MAZ3106,0,45,0,0,1,1,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,2,0,348,346
Mazowe,Mazowe West,Mazowe RDC,31,Somerset Primary School,1500MAZ3107,0,50,0,0,1,0,1,2,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,2,0,218,216
,,,,7 Polling Stations,Ward Total,6,289,2,0,4,3,1,5,1,0,0,0,0,3,"2,310",3,0,1,3,2,3,0,3,34,0,"2,673","2,639"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,32,Craingengower Secondary School,1500MAZ3201,4,96,2,0,0,3,1,1,1,2,0,0,0,0,750,1,1,1,0,0,1,0,2,16,0,882,866
Mazowe,Mazowe West,Mazowe RDC,32,Hermistone Primary School,1500MAZ3202,3,32,2,0,1,1,0,0,0,1,1,1,0,2,675,0,1,2,2,1,1,0,1,14,0,741,727
Mazowe,Mazowe West,Mazowe RDC,32,Thorncreek Farm Tent,1500MAZ3203,0,15,0,0,0,0,1,0,0,0,0,0,0,0,405,1,0,0,0,0,0,0,0,2,0,424,422
,,,,3 Polling Stations,Ward Total,7,143,4,0,1,4,2,1,1,3,1,1,0,2,"1,830",2,2,3,2,1,2,0,3,32,0,"2,047","2,015"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,34,Doxford Farm Tent A,1500MAZ3401 A,1,93,1,1,0,4,0,0,0,0,0,2,0,0,367,1,0,0,1,0,0,0,0,8,0,479,471
Mazowe,Mazowe West,Mazowe RDC,34,Doxford Farm Tent B,1500MAZ3401 B,1,98,1,0,0,1,0,4,0,0,1,0,0,1,369,1,0,0,0,0,0,0,0,14,0,491,477
Mazowe,Mazowe West,Mazowe RDC,34,Pentland Farm Tent,1500MAZ3402,0,6,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,1,0,77,76
Mazowe,Mazowe West,Mazowe RDC,34,Tavydale Farm Tent,1500MAZ3403,1,30,0,0,0,1,0,0,0,0,0,0,0,1,486,0,0,0,0,0,0,0,0,7,0,526,519
Mazowe,Mazowe West,Mazowe RDC,34,Umsasa Farm Tent,1500MAZ3404,0,21,1,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,2,0,140,138
Mazowe,Mazowe West,Mazowe RDC,34,Watakai Primary School,1500MAZ3405,1,34,3,0,1,0,0,0,0,0,1,0,0,0,617,1,0,1,0,0,0,0,4,5,0,668,663
,,,,6 Polling Stations,Ward Total,4,282,6,1,1,6,0,4,0,0,2,2,0,2,"2,024",3,0,1,2,0,0,0,4,37,0,"2,381","2,344"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe,Mazowe West,Mazowe RDC,35,Henderson Research Station,1500MAZ3501,1,278,0,0,0,0,0,4,0,0,0,0,0,0,248,0,0,1,5,1,0,0,0,5,0,543,538
Mazowe,Mazowe West,Mazowe RDC,35,Mazowe Veterinary College,1500MAZ3502,0,146,1,0,0,0,0,0,0,0,0,0,0,0,82,2,0,0,0,0,0,0,0,4,0,235,231
Mazowe,Mazowe West,Mazowe RDC,35,Pearson Primary School,1500MAZ3503,1,119,1,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,1,0,0,1,0,8,0,383,375
Mazowe,Mazowe West,Mazowe RDC,35,Selby Farm Tent,1500MAZ3504,0,39,1,0,0,0,0,0,0,0,0,0,0,0,225,1,0,1,3,0,0,0,0,0,0,270,270
,,,,4 Polling Stations,Ward Total,2,582,3,0,0,0,0,4,0,0,0,0,0,0,807,3,0,2,9,1,0,1,0,17,0,"1,431","1,414"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazowe West Constituency Total,,,,,,48,"3,713",32,3,8,27,10,38,6,5,7,3,1,21,"18,386",31,9,19,34,13,16,7,16,310,0,"22,763","22,453"
Mbire,Mbire,Mbire RDC,1,Chanzato Village Tent,4600MBR0101,2,84,0,0,0,1,0,1,1,0,0,0,0,0,311,1,0,1,0,0,0,0,1,16,0,419,403
Mbire,Mbire,Mbire RDC,1,Chapoto Primary School,4600MBR0102,3,97,2,2,1,1,1,4,0,1,0,0,0,2,344,0,1,1,1,1,0,0,3,29,0,494,465
Mbire,Mbire,Mbire RDC,1,Chapoto Store Tent,4600MBR0103,2,56,0,1,0,1,0,2,1,0,0,0,0,0,120,0,1,0,0,0,0,0,0,3,0,187,184
Mbire,Mbire,Mbire RDC,1,Kanyemba Roads Camp Tent,4600MBR0104,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,17
,,,,4 Polling Stations,Ward Total,7,252,2,3,1,3,1,7,2,1,0,0,0,2,777,1,2,2,1,1,0,0,4,48,0,"1,117","1,069"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,2,Angwa Secondary School,4600MBR0201,0,35,0,0,0,1,0,1,0,0,0,0,0,0,73,0,0,0,1,0,1,0,0,0,0,112,112
Mbire,Mbire,Mbire RDC,2,Chisunga Primary School,4600MBR0202,2,102,1,0,0,2,1,4,0,0,0,0,0,0,391,1,0,0,1,0,0,2,0,8,0,515,507
Mbire,Mbire,Mbire RDC,2,Chitima Primary School,4600MBR0203,1,105,3,0,0,0,0,1,0,0,0,0,0,0,169,3,0,0,0,0,0,0,1,4,0,287,283
Mbire,Mbire,Mbire RDC,2,Mazambara Primary School,4600MBR0204,0,51,0,2,0,4,0,2,1,0,0,0,0,0,236,1,0,0,0,0,1,0,1,8,0,307,299
Mbire,Mbire,Mbire RDC,2,Mupedzapasi Primary School,4600MBR0205,2,48,1,0,0,0,0,1,0,0,0,0,0,0,271,2,0,0,1,0,0,0,0,6,0,332,326
,,,,5 Polling Stations,Ward Total,5,341,5,2,0,7,1,9,1,0,0,0,0,0,"1,140",7,0,0,3,0,2,2,2,26,0,"1,553","1,527"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,3,Kanongo Primary School,4600MBR0301,11,145,2,0,0,1,1,9,1,0,0,0,1,3,488,3,3,4,0,0,1,1,0,24,0,698,674
Mbire,Mbire,Mbire RDC,3,Madzomba Primary School,4600MBR0302,4,234,0,1,1,1,1,3,0,0,0,0,0,1,457,3,0,2,0,0,1,1,0,14,0,724,710
Mbire,Mbire,Mbire RDC,3,Shange A Village Tent,4600MBR0303,4,188,2,0,1,0,1,4,0,0,1,0,1,0,243,6,1,2,1,0,0,1,1,9,0,466,457
,,,,3 Polling Stations,Ward Total,19,567,4,1,2,2,3,16,1,0,1,0,2,4,"1,188",12,4,8,1,0,2,3,1,47,0,"1,888","1,841"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,4,Gonono Primary School,4600MBR0401,8,182,0,0,2,5,4,8,0,3,0,0,0,2,570,6,0,0,2,2,1,3,2,20,0,820,800
Mbire,Mbire,Mbire RDC,4,Kadzi Primary School A,4600MBR0402 A,1,22,4,0,0,1,0,3,0,0,1,1,0,1,502,1,0,1,2,0,0,1,3,1,0,545,544
Mbire,Mbire,Mbire RDC,4,Kadzi Primary School B,4600MBR0402 B,3,44,0,0,0,2,1,0,0,0,0,0,0,1,484,0,0,0,0,1,0,0,0,6,0,542,536
Mbire,Mbire,Mbire RDC,4,Kapururira Primary School,4600MBR0403,3,32,1,0,0,0,1,0,0,0,0,0,0,0,349,0,0,0,0,0,0,1,0,6,0,393,387
Mbire,Mbire,Mbire RDC,4,Majinga Primary School,4600MBR0404,3,87,0,0,0,2,0,3,1,0,1,0,0,0,271,3,1,1,0,0,0,1,0,4,0,378,374
,,,,5 Polling Stations,Ward Total,18,367,5,0,2,10,6,14,1,3,2,1,0,4,"2,176",10,1,2,4,3,1,6,5,37,0,"2,678","2,641"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,5,Chidodo Primary School A,4600MBR0501 A,0,29,2,1,2,2,0,2,0,0,1,0,1,0,603,4,0,0,2,0,0,0,0,10,0,659,649
Mbire,Mbire,Mbire RDC,5,Chidodo Primary School B,4600MBR0501 B,4,42,2,1,1,1,0,2,0,0,0,0,0,0,588,0,1,0,1,0,0,1,0,8,0,652,644
Mbire,Mbire,Mbire RDC,5,DDF Chidodo Turn Off Tent,4600MBR0502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,15,15
Mbire,Mbire,Mbire RDC,5,Musengezi Primary School,4600MBR0503,1,67,2,1,0,3,0,1,0,0,1,0,0,3,565,1,2,0,0,1,0,0,1,21,1,670,649
,,,,4 Polling Stations,Ward Total,5,139,6,3,3,6,0,5,0,0,2,0,1,3,"1,770",5,3,0,3,1,0,1,1,39,1,"1,996","1,957"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,7,Chirunya Market Tent,4600MBR0701,2,48,3,0,0,0,0,2,0,0,0,0,0,0,221,0,0,0,1,1,0,1,0,3,0,282,279
Mbire,Mbire,Mbire RDC,7,Hambe Primary School,4600MBR0702,0,132,1,0,0,1,1,3,0,0,1,0,0,1,431,3,0,1,0,1,1,2,2,11,0,592,581
Mbire,Mbire,Mbire RDC,7,Nyagonye Primary School,4600MBR0703,0,29,0,0,0,0,0,5,0,0,0,0,0,0,145,0,0,0,0,1,0,0,4,6,0,190,184
,,,,3 Polling Stations,Ward Total,2,209,4,0,0,1,1,10,0,0,1,0,0,1,797,3,0,1,1,3,1,3,6,20,0,"1,064","1,044"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,8,Chirunya Primary School,4600MBR0801,2,107,2,0,0,1,2,1,0,0,2,0,0,0,384,1,0,0,0,1,0,0,1,14,0,518,504
Mbire,Mbire,Mbire RDC,8,Karai Primary School,4600MBR0802,3,155,2,0,2,2,1,4,0,2,0,0,0,2,459,2,0,2,1,0,2,0,3,14,0,656,642
Mbire,Mbire,Mbire RDC,8,Karai Secondary School,4600MBR0803,2,116,2,0,0,0,0,2,0,1,0,0,0,1,415,1,0,0,0,0,0,0,0,10,0,550,540
Mbire,Mbire,Mbire RDC,8,Mhokwe Primary School,4600MBR0804,1,90,1,0,0,0,0,0,0,0,0,0,0,1,260,1,0,0,0,0,0,0,0,7,0,361,354
,,,,4 Polling Stations,Ward Total,8,468,7,0,2,3,3,7,0,3,2,0,0,4,"1,518",5,0,2,1,1,2,0,4,45,0,"2,085","2,040"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,9,ARDA Mushumbi Complex Tent,4600MBR0901,2,147,1,1,0,0,0,1,0,0,0,0,0,1,101,2,0,0,0,0,0,0,0,11,0,267,256
Mbire,Mbire,Mbire RDC,9,Muchekayawa Village Tent,4600MBR0902,8,98,0,0,0,1,0,8,0,0,0,0,1,1,196,2,0,1,0,1,0,2,1,6,0,326,320
Mbire,Mbire,Mbire RDC,9,Mushumbi Primary School,4600MBR0903,3,546,3,1,0,1,0,5,0,0,0,2,0,0,275,2,0,1,2,0,0,1,2,14,0,858,844
Mbire,Mbire,Mbire RDC,9,Neshangwe Primary School,4600MBR0904,1,135,0,0,0,3,0,5,0,0,0,0,0,2,261,1,0,0,1,0,1,2,0,9,0,421,412
,,,,4 Polling Stations,Ward Total,14,926,4,2,0,5,0,19,0,0,0,2,1,4,833,7,0,2,3,1,1,5,3,40,0,"1,872","1,832"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,10,Chivichegora Business Centre Tent,4600MBR1001,3,45,1,0,0,4,2,1,0,0,0,0,0,0,404,1,0,1,0,0,1,0,1,6,0,470,464
Mbire,Mbire,Mbire RDC,10,Kabvuma Primary School,4600MBR1002,1,82,1,1,0,5,0,2,0,0,1,0,0,0,450,3,0,1,0,2,0,0,0,9,0,558,549
Mbire,Mbire,Mbire RDC,10,Makuvatsine Primary School A,4600MBR1003 A,1,132,3,0,0,1,1,2,0,0,0,0,0,6,532,6,0,0,1,2,1,0,3,25,0,716,691
Mbire,Mbire,Mbire RDC,10,Makuvatsine Primary School B,4600MBR1003 B,3,177,0,0,0,2,1,3,0,0,0,0,0,1,524,1,0,1,0,0,0,0,1,9,0,723,714
,,,,4 Polling Stations,Ward Total,8,436,5,1,0,12,4,8,0,0,1,0,0,7,"1,910",11,0,3,1,4,2,0,5,49,0,"2,467","2,418"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,11,Chaukura Village Tent,4600MBR1101,0,6,0,1,0,0,0,0,1,0,0,0,0,0,137,1,0,0,0,0,0,0,0,1,0,147,146
Mbire,Mbire,Mbire RDC,11,Masoka Primary School,4600MBR1102,0,51,0,0,0,2,0,3,0,1,0,0,0,0,448,0,0,0,0,0,0,1,0,5,0,511,506
,,,,2 Polling Stations,Ward Total,0,57,0,1,0,2,0,3,1,1,0,0,0,0,585,1,0,0,0,0,0,1,0,6,0,658,652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,12,Bwazi Village Tent,4600MBR1201,2,26,0,0,0,0,0,4,1,0,0,0,0,1,165,0,0,0,1,1,0,0,0,27,0,228,201
Mbire,Mbire,Mbire RDC,12,Chikafa Primary School,4600MBR1202,6,105,5,0,0,1,1,5,0,0,0,0,1,0,360,3,0,2,1,0,4,3,1,5,0,503,498
Mbire,Mbire,Mbire RDC,12,Jurujena A Village Tent,4600MBR1203,13,359,8,0,1,5,0,3,2,0,1,2,1,1,373,2,2,1,0,5,0,0,1,25,0,805,780
Mbire,Mbire,Mbire RDC,12,Nyambudzi Primary School,4600MBR1204,19,244,6,1,4,6,6,14,0,1,1,0,0,1,463,6,2,2,1,3,2,1,4,39,0,826,787
,,,,4 Polling Stations,Ward Total,40,734,19,1,5,12,7,26,3,1,2,2,2,3,"1,361",11,4,5,3,9,6,4,6,96,0,"2,362","2,266"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,13,Kasemberere Primary School,4600MBR1301,4,42,1,0,0,4,0,2,0,0,0,0,0,0,587,1,0,0,0,2,1,1,0,18,0,663,645
Mbire,Mbire,Mbire RDC,13,Sapa Primary School,4600MBR1302,5,191,2,1,1,1,0,4,0,0,1,0,1,1,528,0,0,2,1,2,0,0,1,30,0,772,742
,,,,2 Polling Stations,Ward Total,9,233,3,1,1,5,0,6,0,0,1,0,1,1,"1,115",1,0,2,1,4,1,1,1,48,0,"1,435","1,387"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,15,Bhande Village Tent,4600MBR1501,1,118,1,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,1,0,1,0,15,0,473,458
Mbire,Mbire,Mbire RDC,15,Chombe Village Tent,4600MBR1502,0,25,0,0,0,1,0,1,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,10,0,118,108
Mbire,Mbire,Mbire RDC,15,Mahuwe Primary School A,4600MBR1503 A,1,255,1,1,0,0,0,3,1,0,0,1,0,0,343,0,0,2,3,0,0,0,0,5,0,616,611
Mbire,Mbire,Mbire RDC,15,Mahuwe Primary School B,4600MBR1503 B,4,245,5,1,0,0,2,6,0,0,1,0,0,1,327,3,0,1,1,0,2,0,3,10,0,612,602
,,,,4  Polling Stations,Ward Total,6,643,7,2,0,1,2,10,1,0,1,1,0,1,"1,087",3,0,3,4,1,2,1,3,40,0,"1,819","1,779"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,16,Gunja Village Tent,4600MBR1601,2,35,3,0,0,2,0,1,0,0,0,0,1,1,427,0,0,0,2,0,0,0,0,8,0,482,474
Mbire,Mbire,Mbire RDC,16,Monozi Primary School,4600MBR1602,3,178,1,0,1,2,0,3,2,0,0,1,0,1,565,7,0,1,4,1,0,0,1,10,0,781,771
,,,,2  Polling Stations,Ward Total,5,213,4,0,1,4,0,4,2,0,0,1,1,2,992,7,0,1,6,1,0,0,1,18,0,"1,263","1,245"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire,Mbire,Mbire RDC,17,Majongwe Primary School,4600MBR1701,11,208,4,0,2,3,1,6,1,3,1,0,1,2,536,3,0,1,0,0,1,2,0,25,0,811,786
Mbire,Mbire,Mbire RDC,17,Murere Village Tent,4600MBR1702,4,205,3,0,1,2,1,10,0,0,0,0,1,0,244,4,0,2,1,0,1,1,3,23,0,506,483
,,,,2 Polling Stations,Ward Total,15,413,7,0,3,5,2,16,1,3,1,0,2,2,780,7,0,3,1,0,2,3,3,48,0,"1,317","1,269"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbire Constituency Total,,,,,,179,"6,476",93,19,21,89,34,166,14,14,15,9,12,43,"20,322",105,16,36,37,30,25,32,51,710,1,"28,548","27,838"
Mt Darwin,Mt Darwin East,Pfura RDC,10,Chimanja Primary School,4500PFU1001,5,110,2,1,1,2,1,4,0,0,0,0,1,0,406,1,0,1,1,2,1,1,2,6,0,548,542
Mt Darwin,Mt Darwin East,Pfura RDC,10,Chitumbuko Primary School,4500PFU1002,6,41,3,0,0,1,2,3,2,1,0,2,0,0,536,4,2,1,14,1,0,2,0,9,0,630,621
Mt Darwin,Mt Darwin East,Pfura RDC,10,Mangare Primary School A,4500PFU1003 A,1,48,0,0,0,0,1,1,0,3,1,0,0,2,536,1,1,0,15,4,1,1,1,9,0,626,617
Mt Darwin,Mt Darwin East,Pfura RDC,10,Mangare Primary School B,4500PFU1003 B,1,57,3,0,0,1,2,3,0,1,0,0,0,1,518,0,1,0,14,0,2,0,0,12,0,616,604
Mt Darwin,Mt Darwin East,Pfura RDC,10,Murota Business Centre Tent,4500PFU1004,13,118,4,1,2,7,2,4,1,0,0,0,0,0,327,5,2,0,6,1,4,1,7,14,0,519,505
Mt Darwin,Mt Darwin East,Pfura RDC,10,Sohwe Primary School A,4500PFU1005 A,1,66,3,0,1,2,2,3,0,0,0,0,0,2,387,3,0,0,5,2,1,1,0,14,0,493,479
Mt Darwin,Mt Darwin East,Pfura RDC,10,Sohwe Primary School B,4500PFU1005 B,5,77,3,0,1,1,3,4,1,0,2,0,0,1,349,1,0,1,12,1,1,0,1,12,0,476,464
,,,,7 Polling Stations,Ward Total,32,517,18,2,5,14,13,22,4,5,3,2,1,6,"3,059",15,6,3,67,11,10,6,11,76,0,"3,908","3,832"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin East,Pfura RDC,11,Hondoyedzomba Village Tent,4500PFU1101,2,19,2,0,1,0,1,3,0,0,1,1,0,3,312,0,0,1,3,1,0,0,0,6,0,356,350
Mt Darwin,Mt Darwin East,Pfura RDC,11,Kajokoto Primary School A,4500PFU1102 A,3,35,0,1,0,2,1,2,0,0,0,1,0,0,438,3,0,0,15,0,0,0,1,3,0,505,502
Mt Darwin,Mt Darwin East,Pfura RDC,11,Kajokoto Primary School B,4500PFU1102 B,1,44,0,0,0,1,3,3,1,0,0,0,0,2,424,2,0,0,4,1,0,1,0,9,0,496,487
Mt Darwin,Mt Darwin East,Pfura RDC,11,Kanyoka Primary School,4500PFU1103,1,53,0,1,0,2,3,5,0,0,0,0,0,0,475,0,0,1,2,4,0,0,1,7,0,555,548
Mt Darwin,Mt Darwin East,Pfura RDC,11,Pachanza Primary School,4500PFU1104,1,121,1,1,1,2,1,2,0,0,0,0,0,0,586,4,1,0,25,0,0,1,0,8,0,755,747
,,,,5 Polling Stations,Ward Total,8,272,3,3,2,7,9,15,1,0,1,2,0,5,"2,235",9,1,2,49,6,0,2,2,33,0,"2,667","2,634"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin East,Pfura RDC,12,Chitsato Primary School,4500PFU1201,4,39,0,0,2,2,0,0,1,0,1,0,0,0,632,1,1,1,1,3,2,1,0,10,0,701,691
Mt Darwin,Mt Darwin East,Pfura RDC,12,Nyamazizi Primary School,4500PFU1202,4,129,6,0,1,1,1,2,1,0,1,0,0,3,555,3,0,0,5,0,1,0,1,8,0,722,714
Mt Darwin,Mt Darwin East,Pfura RDC,12,Tsengurwe Primary School A,4500PFU1203 A,4,79,3,1,0,2,0,1,0,0,0,0,0,0,505,2,0,0,4,0,1,1,0,3,0,606,603
Mt Darwin,Mt Darwin East,Pfura RDC,12,Tsengurwe Primary School B,4500PFU1203 B,4,61,3,0,0,2,0,2,0,0,0,0,0,1,490,2,1,1,3,0,0,1,0,7,0,578,571
,,,,4 Polling Stations,Ward Total,16,308,12,1,3,7,1,5,2,0,2,0,0,4,"2,182",8,2,2,13,3,4,3,1,28,0,"2,607","2,579"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
