DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO,POLLING STATION,STATION CODE,Busha Joseph Makamba,Chamisa Nelson,Chikanga  Everisto Washington,Dzapasi Melbah ,Gava Peter Mapfumo ,Hlabangana Kwanele,Kasiyamhuru Blessing,Khupe Thokozani,Madhuku Lovemore,Mangoma Elton Steers,Manyika Noah Ngoni,Mapfumo Chiguvare Tonderayi Johannes Timothy,MARIYACHA Violet,Mhambi-Hove Divine,Mnangagwa Emmerson Dambudzo,Moyo Donald Nkosana ,Mteki Bryn Taurai,Mugadza Willard Tawonezvi,Mujuru Joice Teurai Ropa,Munyanduri Tenda Peter,MutinhirI Ambrose,Shumba Kuzozvirava Doniel,Wilson Peter Harry,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Chirumanzu,Chirumanzu,Takawira RDC,1,Chiweshe A Primary School,7700TAK0101,1,120,1,0,0,1,1,2,0,0,0,0,0,0,149,2,0,0,0,0,0,0,0,7,0,284,277
Chirumanzu,Chirumanzu,Takawira RDC,1,Chiweshe B Primary School,7700TAK0102,1,107,0,0,0,0,0,2,0,0,0,0,0,1,113,1,1,0,0,0,0,0,0,3,0,229,226
Chirumanzu,Chirumanzu,Takawira RDC,1,Magada Primary School,7700TAK0103,0,82,0,0,0,0,0,2,0,0,0,0,0,1,190,1,0,0,1,0,0,1,0,3,0,281,278
Chirumanzu,Chirumanzu,Takawira RDC,1,Majandu Primary School,7700TAK0104,0,71,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1,0,120,119
Chirumanzu,Chirumanzu,Takawira RDC,1,Mapiravana Primary School,7700TAK0105,1,83,0,0,0,1,0,1,0,0,1,0,1,0,124,1,0,1,2,0,0,0,1,3,0,220,217
Chirumanzu,Chirumanzu,Takawira RDC,1,Mapiravana Secondary School,7700TAK0106,4,174,2,0,0,1,0,2,0,0,0,0,0,1,173,1,0,0,0,0,1,0,0,8,1,367,359
Chirumanzu,Chirumanzu,Takawira RDC,2,Chaka Clinic,7700TAK0201,1,90,3,0,0,0,0,1,1,0,0,0,0,0,159,0,0,2,1,0,0,1,1,3,0,263,260
Chirumanzu,Chirumanzu,Takawira RDC,2,Gonawapotera A Secondary School,7700TAK0202,0,177,2,0,0,0,1,2,0,0,0,0,0,0,161,1,1,0,1,0,0,0,0,3,0,349,346
Chirumanzu,Chirumanzu,Takawira RDC,2,Gonawapotera B Secondary School,7700TAK0203,0,251,2,0,0,0,1,4,1,0,1,0,0,1,174,2,0,1,1,0,0,1,0,1,0,441,440
Chirumanzu,Chirumanzu,Takawira RDC,2,Makanya A Primary School,7700TAK0204,1,87,0,1,0,0,1,0,0,0,0,0,0,0,145,1,0,0,0,0,0,0,0,10,0,246,236
Chirumanzu,Chirumanzu,Takawira RDC,2,Makanya B Primary School,7700TAK0205,0,91,0,0,0,0,1,1,0,0,0,2,1,0,138,1,0,2,2,1,0,0,0,3,0,243,240
Chirumanzu,Chirumanzu,Takawira RDC,3,Chilimanzi A Primary School,7700TAK0301,0,47,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,141,141
Chirumanzu,Chirumanzu,Takawira RDC,3,Chilimanzi B Primary School,7700TAK0302,2,97,0,0,0,0,0,1,0,0,0,0,0,0,100,3,0,0,0,1,0,0,0,4,0,208,204
Chirumanzu,Chirumanzu,Takawira RDC,3,Chivona Secondary School,7700TAK0303,5,95,1,0,0,0,1,0,1,1,0,0,0,1,143,1,0,0,2,0,0,0,0,2,0,253,251
Chirumanzu,Chirumanzu,Takawira RDC,3,Mhende Primary School,7700TAK0304,3,121,2,1,1,2,1,1,0,0,1,2,0,0,256,2,0,0,0,1,0,0,1,5,0,400,395
Chirumanzu,Chirumanzu,Takawira RDC,3,Mutya Primary School,7700TAK0305,6,81,0,0,0,0,0,1,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,3,0,263,260
Chirumanzu,Chirumanzu,Takawira RDC,3,Vudzi Primary School,7700TAK0306,2,114,0,0,0,1,0,1,0,0,1,0,0,0,88,1,0,2,2,0,0,0,0,3,0,215,212
Chirumanzu,Chirumanzu,Takawira RDC,4,Chengwena Clinic Tent,7700TAK0401,0,19,0,0,0,0,0,1,0,0,0,0,0,0,130,1,0,0,1,0,0,0,0,0,0,152,152
Chirumanzu,Chirumanzu,Takawira RDC,4,Chengwena Secondary School,7700TAK0402,0,34,2,0,0,0,0,1,0,0,0,0,0,0,233,1,0,0,0,0,0,0,0,1,0,272,271
Chirumanzu,Chirumanzu,Takawira RDC,4,Chizvinire Primary School,7700TAK0403,0,19,0,0,0,0,0,0,0,0,0,0,0,1,86,2,0,0,1,0,0,1,0,0,0,110,110
Chirumanzu,Chirumanzu,Takawira RDC,4,Juru/Godza Business Centre Tent,7700TAK0404,0,15,0,0,0,0,0,0,0,0,0,1,0,0,214,1,0,0,4,0,0,0,1,5,0,241,236
Chirumanzu,Chirumanzu,Takawira RDC,5,Chimbindi Primary School,7700TAK0501,3,92,0,1,0,0,1,2,0,0,0,0,1,0,209,2,0,0,0,0,0,0,1,1,0,313,312
Chirumanzu,Chirumanzu,Takawira RDC,5,Chizhou Secondary School,7700TAK0502,2,102,1,0,0,0,0,1,0,0,0,0,0,0,144,0,0,0,0,0,0,1,0,1,0,252,251
Chirumanzu,Chirumanzu,Takawira RDC,5,Muzeza Primary School,7700TAK0503,5,170,0,0,0,0,0,2,0,0,0,0,0,1,209,1,0,3,0,0,0,0,0,3,1,394,391
Chirumanzu,Chirumanzu,Takawira RDC,5,Nhomboka Primary School,7700TAK0504,6,93,0,0,0,1,0,4,0,0,0,0,0,1,200,4,0,0,0,0,1,0,1,2,0,313,311
Chirumanzu,Chirumanzu,Takawira RDC,6,Chipenzi Business Centre Tent,7700TAK0601,2,88,1,0,0,0,1,1,0,0,0,0,0,0,187,0,0,0,1,0,1,0,0,1,0,283,282
Chirumanzu,Chirumanzu,Takawira RDC,6,Gambiza Primary School,7700TAK0602,0,89,0,0,0,0,0,1,0,0,1,0,0,0,100,1,0,0,0,0,0,0,0,3,0,195,192
Chirumanzu,Chirumanzu,Takawira RDC,6,Hwata Primary School,7700TAK0603,2,38,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,1,0,0,0,1,0,4,0,127,123
Chirumanzu,Chirumanzu,Takawira RDC,6,Holy Cross High School,7700TAK0604,1,240,0,0,1,0,0,2,0,0,0,0,0,0,178,0,0,1,0,0,0,2,0,4,0,429,425
Chirumanzu,Chirumanzu,Takawira RDC,6,Munanzvi Business Centre Tent,7700TAK0605,1,114,0,1,0,1,0,1,0,0,0,0,1,0,194,1,0,0,2,0,1,0,0,1,0,318,317
Chirumanzu,Chirumanzu,Takawira RDC,7,Chinyuni Primary School,7700TAK0701,2,69,0,0,0,1,0,0,0,0,0,0,0,0,134,2,0,1,0,0,0,0,0,0,0,209,209
Chirumanzu,Chirumanzu,Takawira RDC,7,Mashamba Primary School,7700TAK0702,0,119,3,0,0,0,0,3,0,0,0,0,0,0,233,1,0,0,0,0,0,1,1,9,0,370,361
Chirumanzu,Chirumanzu,Takawira RDC,7,Mutenderende Secondary School,7700TAK0703,3,103,2,1,0,0,2,3,0,0,0,0,0,0,228,2,1,1,0,0,1,0,0,5,0,352,347
Chirumanzu,Chirumanzu,Takawira RDC,8,Bhoroma Business Center Tent,7700TAK0801,1,54,2,0,0,1,1,2,0,0,0,0,1,0,99,1,0,1,0,0,0,0,1,17,0,181,164
Chirumanzu,Chirumanzu,Takawira RDC,8,Charandura Council Hall,7700TAK0802,2,192,0,0,0,0,0,3,0,0,0,0,2,1,161,1,0,1,0,0,0,0,0,2,0,366,363
Chirumanzu,Chirumanzu,Takawira RDC,8,Mavhaire Primary School,7700TAK0803,4,95,0,1,0,2,0,0,0,1,0,0,0,0,174,2,0,0,1,0,0,0,1,4,0,285,281
Chirumanzu,Chirumanzu,Takawira RDC,8,Mawurunge Business Centre Tent,7700TAK0804,4,126,2,1,0,1,0,1,0,0,0,0,0,0,173,4,1,0,1,0,0,0,1,5,0,320,315
Chirumanzu,Chirumanzu,Takawira RDC,8,St Joseph Hama Primary School,7700TAK0805,1,203,0,0,0,0,1,1,0,0,0,0,0,0,119,2,0,0,1,0,1,0,0,4,0,333,329
Chirumanzu,Chirumanzu,Takawira RDC,9,Chihosho Primary School,7700TAK0901,1,52,0,0,0,0,0,1,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,2,0,155,153
Chirumanzu,Chirumanzu,Takawira RDC,9,Guramatunhu Primary School,7700TAK0902,3,134,2,0,0,1,0,2,0,0,2,0,0,0,245,2,1,4,1,1,1,0,1,7,0,407,400
Chirumanzu,Chirumanzu,Takawira RDC,9,Ngezi Primary School,7700TAK0903,0,60,0,0,0,0,0,0,1,0,0,0,1,0,80,2,0,0,2,0,0,0,0,1,0,147,146
Chirumanzu,Chirumanzu,Takawira RDC,9,Rutunga Primary School,7700TAK0904,4,117,0,0,0,0,0,1,0,0,0,1,0,0,151,3,0,0,1,0,0,0,0,8,0,286,278
Chirumanzu,Chirumanzu,Takawira RDC,9,Siyahokwe Secondary School,7700TAK0905,0,156,1,1,0,0,0,4,0,0,1,1,1,0,258,3,0,3,1,0,1,0,0,6,0,437,431
Chirumanzu,Chirumanzu,Takawira RDC,9,Upfumba Secondary School,7700TAK0906,1,98,1,1,0,0,1,2,0,0,0,0,0,1,215,3,0,1,2,0,0,1,1,3,0,331,328
Chirumanzu,Chirumanzu,Takawira RDC,10,Mahlatini Village Tent,7700TAK1001,1,36,0,0,0,0,0,1,0,0,0,0,0,0,177,1,0,0,0,0,0,0,0,5,0,221,216
Chirumanzu,Chirumanzu,Takawira RDC,10,Maware Primary School,7700TAK1002,0,45,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,1,0,181,180
Chirumanzu,Chirumanzu,Takawira RDC,10,Nhamo Turn-Off Tent,7700TAK1003,1,38,0,0,0,0,0,1,0,0,0,0,0,1,168,0,0,0,0,0,0,0,1,1,0,211,210
Chirumanzu,Chirumanzu,Takawira RDC,21,Gonamombe Business Centre Tent,7700TAK2101,0,58,1,0,0,0,0,2,0,0,0,0,2,0,169,1,0,0,0,0,1,0,0,4,0,238,234
Chirumanzu,Chirumanzu,Takawira RDC,21,Mazvimba Primary School,7700TAK2102,2,121,0,1,0,0,0,3,0,0,0,0,0,0,252,3,0,0,1,0,0,0,1,6,0,390,384
Chirumanzu,Chirumanzu,Takawira RDC,21,Mukomberanwa Secondary School,7700TAK2103,0,38,0,0,0,0,0,2,0,0,0,0,0,0,114,1,0,0,1,0,0,0,0,3,0,159,156
Chirumanzu,Chirumanzu,Takawira RDC,21,Muwani Primary School,7700TAK2104,1,44,1,0,0,0,0,1,0,0,0,0,0,0,90,1,0,0,1,0,0,0,0,4,0,143,139
Chirumanzu,Chirumanzu,Takawira RDC,21,Nyamandi Primary School,7700TAK2105,0,45,0,0,0,0,0,1,0,0,0,1,0,0,100,0,0,0,1,0,0,0,0,1,0,149,148
Chirumanzu,Chirumanzu,Takawira RDC,23,Govere Primary School,7700TAK2301,0,134,0,0,0,0,0,3,0,0,0,0,0,1,181,3,0,2,1,0,0,1,1,4,0,332,327
Chirumanzu,Chirumanzu,Takawira RDC,23,Nyautonge Primary School,7700TAK2302,0,70,1,0,0,0,0,0,1,0,0,0,0,0,110,3,0,1,1,0,0,0,0,6,0,193,187
Chirumanzu,Chirumanzu,Takawira RDC,23,Rupepwe Primary School,7700TAK2303,1,89,1,0,0,0,0,0,1,0,0,0,0,0,102,0,0,1,0,0,0,0,0,3,0,198,195
Chirumanzu,Chirumanzu,Takawira RDC,23,Shashe Primary School,7700TAK2304,1,117,2,1,0,0,0,2,1,0,0,0,0,0,146,4,0,0,0,0,0,1,0,6,0,281,275
Chirumanzu,Chirumanzu,Takawira RDC,23,Taringana Secondary School,7700TAK2305,4,67,3,0,0,0,0,2,0,0,0,0,0,0,107,1,0,0,0,1,0,0,0,2,1,187,185
Chirumanzu,Chirumanzu,Takawira RDC,25,Majongosi Business Centre Tent,7700TAK2501,0,184,0,1,0,0,0,1,0,0,0,0,0,1,236,2,0,1,0,0,1,0,0,6,0,433,427
Chirumanzu,Chirumanzu,Takawira RDC,25,Maponda Primary School,7700TAK2502,4,114,2,0,1,2,0,1,0,0,0,0,0,2,259,1,0,2,1,0,0,0,0,9,0,398,389
Chirumanzu,Chirumanzu,Takawira RDC,25,Moyo Musande Mission Tent,7700TAK2503,0,25,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,64,63
Chirumanzu,Chirumanzu,Takawira RDC,25,Mukwapuna Village Tent,7700TAK2504,1,129,2,0,0,0,0,3,0,0,0,0,0,0,173,2,0,0,2,0,0,0,0,3,0,315,312
Chirumanzu,Chirumanzu,Takawira RDC,25,Mushandirapamwe Secondary School,7700TAK2505,1,167,1,1,0,1,0,3,0,1,0,1,0,0,167,0,0,0,3,0,0,0,1,7,0,354,347
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chamakanda Primary School,7700TAK1101,0,147,1,1,0,2,1,5,0,0,0,0,0,0,154,2,0,0,3,0,0,0,1,3,0,320,317
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chamakanda Secondary School,7700TAK1102,1,115,1,0,0,0,3,1,0,0,0,0,0,0,122,5,1,0,0,0,0,0,0,5,0,254,249
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Chitenderano Primary School,7700TAK1103,1,61,0,0,0,2,1,3,0,1,0,0,0,0,194,0,0,0,0,0,0,0,1,1,0,265,264
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Feardan Primary School,7700TAK1104,0,20,1,0,0,1,0,1,0,0,0,0,0,0,132,1,0,0,0,1,0,0,0,3,0,160,157
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Fairfields Primary School,7700TAK1105,1,146,2,0,0,0,1,1,0,0,0,0,0,1,165,2,0,0,0,1,0,0,0,2,0,322,320
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,11,Nemesis Business Centre Tent,7700TAK1106,0,17,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,1,0,0,0,0,0,137,137
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Central Estates HQ Primary School,7700TAK1201,0,69,0,0,0,0,0,4,1,0,0,0,0,0,333,0,0,0,0,0,0,0,0,8,0,415,407
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Chiwodza Primary School,7700TAK1202,0,70,2,0,1,0,2,1,0,0,0,0,0,0,593,0,0,1,0,2,0,0,1,5,0,678,673
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Huchu Primary School,7700TAK1203,3,80,1,0,0,0,2,7,0,0,0,1,0,1,468,1,1,1,1,0,0,1,1,2,0,571,569
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Maware Primary School,7700TAK1204,1,17,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,5,0,251,246
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Nyagari Primary School,7700TAK1205,2,64,3,0,0,0,1,0,0,0,0,0,0,2,230,0,0,0,0,0,0,0,0,1,0,303,302
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,12,Savanna Primary School,7700TAK1206,1,105,1,0,0,2,1,0,0,0,0,0,0,0,291,0,0,0,0,1,0,0,0,7,0,409,402
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Blinkwater Tent,7700TAK1301,0,72,0,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,2,0,143,141
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Leopold Takawira High School,7700TAK1302,0,218,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,5,0,322,317
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,13,Mvuma Stranger Hall,7700TAK1303,2,399,0,0,0,0,1,1,0,0,0,0,0,0,202,1,0,1,1,0,1,0,0,7,0,616,609
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Mushayavhudzi Business Centre Tent,7700TAK1401,0,295,1,0,0,0,0,4,0,0,0,0,0,0,146,1,0,0,3,0,0,0,1,3,0,454,451
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Njerere A Primary School,7700TAK1402,1,216,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,0,0,0,5,0,299,294
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,14,Njerere B Primary School,7700TAK1403,1,191,0,0,0,0,0,2,0,0,0,0,0,0,72,1,0,1,0,0,0,0,0,5,0,273,268
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Gangarabwe Primary School,7700TAK1501,0,54,0,0,0,0,0,0,0,0,1,0,0,0,181,0,0,1,0,0,0,0,0,2,,239,237
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Herbert Mahlaba Primary School,7700TAK1502,0,37,2,0,1,0,0,1,0,0,1,0,0,0,276,0,0,0,0,1,0,0,0,2,0,321,319
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Kushinga Primary School,7700TAK1503,1,96,0,0,0,3,2,5,0,0,0,0,0,1,457,1,2,0,0,1,1,0,0,12,0,582,570
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Nyikavanhu Primary School,7700TAK1504,0,17,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,1,0,3,0,244,241
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Rambakombwa Secondary School,7700TAK1505,0,54,0,0,0,0,0,1,0,0,0,0,0,0,327,1,0,0,0,0,0,0,0,3,0,386,383
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,15,Village 3 Dip Tank Tent,7700TAK1506,0,33,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,1,0,135,134
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Chishuku Primary School,7700TAK1601,2,49,1,0,1,0,0,1,0,0,0,0,0,0,414,0,0,0,1,0,0,1,0,1,0,471,470
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Kinsey Ranch Homestead,7700TAK1602,0,13,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,1,0,71,70
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Makuti Primary School,7700TAK1603,0,33,0,0,0,0,0,0,0,1,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,347,347
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Mudzengi Primary School,7700TAK1604,0,10,0,0,0,0,0,1,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,1,0,154,153
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,16,Utah Primary School,7700TAK1605,0,33,1,0,0,1,0,1,0,0,0,0,0,0,337,1,0,2,0,0,0,0,0,8,0,384,376
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,17,Cambraai Primary School,7700TAK1701,1,234,1,1,0,0,0,2,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,11,0,525,514
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,17,Lalapanzi Secondary School,7700TAK1702,2,159,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,1,0,2,0,298,296
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Chingegomo Primary School,7700TAK1801,0,65,1,0,0,0,0,1,0,1,0,0,0,0,262,1,0,0,0,0,0,0,0,7,0,338,331
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Mwire Primary School,7700TAK1802,1,46,0,0,0,1,0,3,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,2,0,260,258
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,18,Tokwe 4 Clinic,7700TAK1803,1,43,0,0,0,0,0,0,0,1,1,0,0,1,305,0,0,0,0,1,0,0,0,12,0,365,353
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Bushy Park A Primary School,7700TAK1901,0,64,1,0,0,0,1,0,0,0,0,0,0,0,341,2,0,0,0,0,0,0,0,7,0,416,409
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Bushy Park B Primary School,7700TAK1902,0,45,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,1,0,0,0,1,7,0,344,337
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Dangarendove Primary School,7700TAK1903,0,15,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,108,108
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Game Park Lodge Tent,7700TAK1904,1,22,0,1,0,0,0,1,0,0,0,0,0,0,346,0,0,0,1,1,0,0,0,10,0,383,373
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Manyora Homestead Tent,7700TAK1905,0,5,0,0,0,0,1,0,0,0,0,0,0,0,135,1,0,0,0,0,0,0,0,0,0,142,142
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Musena Clinic,7700TAK1906,0,17,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,0,0,0,1,0,100,99
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Musena Primary School,7700TAK1907,1,66,0,0,0,0,0,0,0,0,0,0,0,0,268,0,1,0,1,0,0,0,0,8,0,345,337
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,19,Piki Business Centre Tent,7700TAK1908,0,10,0,0,0,0,0,1,0,0,0,0,1,0,218,0,0,1,0,0,0,0,0,5,0,236,231
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Chakasteadt Primary School,7700TAK2001,0,20,0,0,0,0,0,0,0,0,0,0,0,2,202,0,0,0,0,0,0,0,0,1,0,225,224
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Chinu Primary School,7700TAK2002,4,48,1,0,0,4,2,5,0,0,0,0,0,1,374,1,0,0,2,1,0,0,1,6,0,450,444
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Driefontein Primary School,7700TAK2003,2,314,1,0,0,0,3,1,1,,0,0,0,0,268,2,0,0,0,1,0,0,0,2,0,595,593
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,England Primary School,7700TAK2004,0,16,0,0,0,0,1,0,0,0,0,0,0,0,150,0,0,0,0,1,0,0,0,2,0,170,168
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Matende Primary School,7700TAK2005,0,73,0,0,0,0,0,3,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,5,0,180,175
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Moffat Primary School,7700TAK2006,2,115,1,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,5,0,510,505
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Mtao Forest Compound Tent,7700TAK2007,0,33,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,79,78
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Ortons Drift Secondary School,7700TAK2008,3,117,0,0,0,0,1,3,0,0,0,0,0,0,360,1,1,0,0,0,0,1,0,7,0,494,487
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Union Primary School,7700TAK2009,1,36,0,0,0,0,1,0,0,0,0,0,0,0,235,1,0,0,0,0,0,0,0,1,0,275,274
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Village 9 Tent,7700TAK2010,2,21,3,0,0,1,0,2,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,4,0,239,235
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,20,Wyldegroove Primary School,7700TAK2011,1,35,1,0,0,0,0,0,0,0,0,0,0,0,259,2,0,0,0,0,0,0,0,5,0,303,298
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Hagley /Scheepers Hall,7700TAK2201,0,20,0,0,0,0,0,1,0,0,0,0,0,0,45,1,0,0,1,0,0,0,0,2,0,70,68
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Hillview Secondary School,7700TAK2202,0,55,0,0,0,0,0,2,0,0,0,1,0,0,441,2,0,0,1,0,0,0,2,9,0,513,504
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Makomborero Co-operative Tent,7700TAK2203,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,5,0,57,52
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Netherburn Primary School,7700TAK2204,1,18,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,5,0,102,97
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,22,Wadzanai Primary School,7700TAK2205,0,111,3,0,0,1,1,3,0,0,0,1,0,0,119,2,0,0,0,0,1,0,0,9,0,251,242
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,24,Athens Mine Recreation Centre Tent,7700TAK2401,2,258,0,0,0,0,2,1,0,0,0,0,0,0,78,2,0,1,0,0,0,1,0,3,0,348,345
Chirumanzu,Chirumanzu/Zibagwe,Takawira RDC,24,St Theresa Primary School,7700TAK2402,3,378,1,1,0,0,0,2,0,0,0,0,0,0,153,1,0,0,0,0,0,0,1,12,0,552,540
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Marivale Village 6 Tent,5800ZBG0101,0,58,1,0,0,0,2,1,1,0,0,0,0,0,512,0,0,1,1,2,0,0,0,16,0,595,579
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Marivale Primary School,5800ZBG0102,3,64,1,0,0,1,0,0,1,0,0,0,0,1,577,1,0,0,0,0,0,0,0,5,0,654,649
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Milsonia Primary School,5800ZBG0103,0,71,1,0,0,0,1,0,0,1,0,0,0,0,462,2,0,1,2,1,1,0,0,7,0,550,543
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Milsonia Village 9 Tent,5800ZBG0104,0,22,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,1,0,0,0,1,0,5,0,261,256
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Mopani Park Primary School,5800ZBG0105,0,21,0,0,0,0,0,2,0,0,0,0,0,0,226,0,0,0,2,1,0,0,0,4,0,256,252
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Riverside Primary School,5800ZBG0106,2,49,1,0,0,0,2,0,0,0,0,0,0,0,462,1,1,0,0,0,0,0,0,8,0,526,518
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,1,Sultana Farm House,5800ZBG0107,0,14,0,0,0,0,0,0,0,0,0,1,0,1,135,0,0,0,0,1,0,0,0,4,0,156,152
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,ACF Mine Tent,5800ZBG0201,2,192,0,0,0,0,1,2,0,0,0,0,0,0,129,1,2,0,0,0,0,0,0,7,0,336,329
Kwekwe,Chirumanzu/Zibagwe,Zibagwe RDC,2,Chimwaoga Primary School,5800ZBG0202,1,131,0,1,0,1,1,5,0,1,0,0,0,0,417,2,1,2,1,1,0,2,0,25,0,592,567
